-0.21895900	-0.15957800	-0.15957800	0.50529800	0.02451370	-0.86207900	-0.02986960
-0.22679900	-0.15964600	-0.15964600	0.50420200	0.02518950	-0.86271800	-0.02938300
-0.24264000	-0.15975100	-0.15975100	0.50181600	0.02634890	-0.86410400	-0.02846350
-0.26692100	-0.16004900	-0.16004900	-0.49794400	-0.02811780	0.86632900	0.02711590
-0.30003200	-0.16068000	-0.16068000	-0.49329900	-0.03037000	0.86895900	0.02539780
-0.34209800	-0.16203100	-0.16203100	-0.48716800	-0.03330530	0.87236600	0.02315930
-0.50584400	-0.17179200	-0.17179200	-0.46358700	-0.04416440	0.88481600	0.01538510
-0.51679700	-0.17195400	-0.17195400	-0.46195400	-0.04419700	0.88567100	0.01521270
-0.53678000	-0.17224800	-0.17224800	-0.45880600	-0.04432090	0.88730500	0.01492760
-0.64146400	-0.17385500	-0.17385500	-0.44181300	-0.04492640	0.89588100	0.01340910
-0.68226000	-0.17453000	-0.17453000	-0.43519800	-0.04515260	0.89911000	0.01283310
-0.73620100	-0.17539700	-0.17539700	-0.42600200	-0.04537990	0.90350300	0.01207460
-0.75513600	-0.17578300	-0.17578300	-0.42266500	-0.04546230	0.90506800	0.01180730
-0.45384600	-0.17331000	-0.17331000	-0.47751000	-0.04581410	0.87729900	0.01518580
-0.39596900	-0.20852500	-0.20852500	-0.48308000	-0.08433110	0.87148700	-0.00571962
-0.41395700	-0.20316100	-0.20316100	-0.48231800	-0.07708790	0.87259600	-0.00178386
-0.37063400	-0.10770900	-0.10770900	0.50450000	-0.03174880	-0.86058300	-0.06219950
-0.36780800	-0.10294800	-0.10294800	0.50602900	-0.03811280	-0.85912100	-0.06628220
-0.37293100	-0.10694200	-0.10694200	0.50881000	-0.03213740	-0.85796700	-0.06302250
-0.44239400	-0.16227200	-0.16227200	-0.47876400	-0.03523270	0.87698400	0.02105800
-0.46128300	-0.16404700	-0.16404700	-0.37257200	-0.03997870	0.92702900	0.01442780
-0.46573900	-0.16467000	-0.16467000	-0.33275700	-0.04164550	0.94201500	0.01213420
-0.46692100	-0.16485300	-0.16485300	-0.31901200	-0.04221180	0.94674200	0.01139200
-0.48531100	-0.16543800	-0.16543800	-0.32273500	-0.04268930	0.94545900	0.01127330
-0.50807400	-0.16604200	-0.16604200	-0.34793900	-0.04252430	0.93647300	0.01219060
-0.55916600	-0.16841400	-0.16841400	-0.44271200	-0.04154650	0.89556300	0.01570210
-0.56067500	-0.16841500	-0.16841500	-0.44884900	-0.04133390	0.89250800	0.01597170
